textContents,textType,chartType
Net sales in million U.S. dollars,axis_label,
3 000,axis_label,
2 500,axis_label,
2 000,axis_label,
1 500,axis_label,
1 000,axis_label,
500,axis_label,
0,axis_label,
2016,axis_label,
2017,axis_label,
2018,axis_label,
2019,axis_label,
2020,axis_label,
Seating,legend,
Systems,legend,
Freestanding and storage,legend,
Textiles,legend,
Other*,legend,
266.5,data_label,
220,data_label,
254.4,data_label,
113.8,data_label,
138.8,data_label,
198.1,data_label,
218.7,data_label,
94.3,data_label,
97.6,data_label,
96.9,data_label,
505.4,data_label,
496.9,data_label,
465.1,data_label,
456.9,data_label,
428.8,data_label,
668,data_label,
589.3,data_label,
601.5,data_label,
639,data_label,
656.8,data_label,
855.5,data_label,
894.8,data_label,
965.9,data_label,
1 013.5,data_label,
1 041.6,data_label,
© Statista 2021,annotation,
Show source,annotation,
Additional Information,caption,
