textContents,textType,chartType
Birth rate per thousand population,axis_label,
40,axis_tick_label,
36.38,data_point,
35.93,data_point,
35.48,data_point,
35.03,data_point,
34.59,data_point,
34.15,data_point,
33.73,data_point,
33.32,data_point,
32.92,data_point,
32.54,data_point,
32.18,data_point,
35,axis_tick_label,
30,axis_tick_label,
25,axis_tick_label,
20,axis_tick_label,
15,axis_tick_label,
10,axis_tick_label,
5,axis_tick_label,
0,axis_tick_label,
2008,axis_tick_label,
2009,axis_tick_label,
2010,axis_tick_label,
2011,axis_tick_label,
2012,axis_tick_label,
2013,axis_tick_label,
2014,axis_tick_label,
2015,axis_tick_label,
2016,axis_tick_label,
2017,axis_tick_label,
2018,axis_tick_label,
Additional Information,caption,
© Statista 2021,caption,
Show source,caption,
