textContents,textType,chartType
Life expectancy at birth in years,axis_label,
84,axis_tick,
83.03,axis_tick,
83.15,axis_tick,
82.76,axis_tick,
82.9,axis_tick,
82.6,axis_tick,
82.44,axis_tick,
82.26,axis_tick,
82.08,axis_tick,
81.89,axis_tick,
82,axis_tick,
80,axis_tick,
78,axis_tick,
76,axis_tick,
74,axis_tick,
83.27,axis_tick,
83.38,axis_tick,
76.35,axis_tick,
76.18,axis_tick,
76.01,axis_tick,
75.85,axis_tick,
75.68,axis_tick,
75.49,axis_tick,
75.27,axis_tick,
75.03,axis_tick,
74.76,axis_tick,
74.49,axis_tick,
74.22,axis_tick,
2008,axis_tick,
2009,axis_tick,
2010,axis_tick,
2011,axis_tick,
2012,axis_tick,
2013,axis_tick,
2014,axis_tick,
2015,axis_tick,
2016,axis_tick,
2017,axis_tick,
2018,axis_tick,
female,legend,
male,legend,
© Statista 2021,caption,
Show source,annotation,
Additional Information,annotation,
