textContents,textType,chartType
Total number of stores,axis_label,
600,tick_label,
500,tick_label,
400,tick_label,
300,tick_label,
200,tick_label,
100,tick_label,
0,tick_label,
2013,tick_label,
2014,tick_label,
2015,tick_label,
2016,tick_label,
2017,tick_label,
2018,tick_label,
2019,tick_label,
Year,axis_label,
J. Crew*,legend,
Madewell,legend,
386,data_label,
419,data_label,
448,data_label,
462,data_label,
411,data_label,
377,data_label,
352,data_label,
140,data_label,
121,data_label,
129,data_label,
103,data_label,
113,data_label,
65,data_label,
85,data_label,
© Statista 2021,annotation,
Show source,annotation,
Additional Information,caption,
