textContents,textType,chartType
Crime and religious beliefs*,title,
Dominant religion:,legend,
Catholic,legend,
Non-Catholic Christian,legend,
Muslim,legend,
Other,legend,
Line of best fit,legend,
4,axis_label,
3,axis_label,
2,axis_label,
+1,axis_label,
0,axis_label,
-1,axis_label,
10,axis_label,
0,axis_label,
10,axis_label,
20,axis_label,
30,axis_label,
40,axis_label,
"Average standardized crime rates, standard deviations from the mean",axis_label,
"Percentage of nation that believes in heaven minus percentage that believes in hell, percentage points",axis_label,
"Source: ""Divergent Effects of Beliefs in Heaven and Hell on National Crime Rates"", by Azim Shariff and Mijke Rhemtulla, 2012",caption,
"*Based on data from 67 countries, World Values and European Values surveys from 1981-2007 and UNODC 2003-10",caption,
