textContents,textType,chartType
Age Gap,title,
New York City unemployment rates,subtitle,
35%,axis_label,
30,axis_label,
25,axis_label,
20,axis_label,
15,axis_label,
10,axis_label,
5,axis_label,
0,axis_label,
2005,axis_label,
'06,axis_label,
'07,axis_label,
'08,axis_label,
'09,axis_label,
'10,axis_label,
'11,axis_label,
Source: Labor Department,caption,
Note: 2011 data are preliminary,caption,
31.1%,annotation,
9.0%,annotation,
16-19 year-olds,legend,
"Total labor
market",legend,
The Wall Street Journal,caption,
