textContents,textType,chartType
Does China represent more of an economic threat or opportunity?,title,
"June 2012, % responding:",caption,
threat,legend,
opportunity,legend,
0,axis_label,
10,axis_label,
20,axis_label,
30,axis_label,
40,axis_label,
50,axis_label,
60,axis_label,
70,axis_label,
France,annotation,
United States,annotation,
Portugal,annotation,
Spain,annotation,
Italy,annotation,
EU-12,annotation,
Poland,annotation,
Slovakia,annotation,
Germany,annotation,
Turkey,annotation,
Britain,annotation,
Russia,annotation,
Bulgaria,annotation,
Sweden,annotation,
Romania,annotation,
Netherlands,annotation,
Source: German Marshall Fund of the United States,annotation,
