textContents,textType,chartType
Federal income tax in the United States,title,
"2011*, % of households who:",caption,
pay income tax,legend,
53.6,data_point,
don't pay income tax,legend,
46.4,data_point,
of which:,caption,
Pay payroll tax,data_point,
28.3,data_point,
Elderly,data_point,
10.3,data_point,
Income,data_point,
"<$20,000",data_point,
6.9,data_point,
Other,data_point,
0.9,data_point,
% of population not paying income tax,axis_label,
Democratic president,legend,
Republican president,legend,
1962,axis_label,
70,axis_label,
75,axis_label,
80,axis_label,
85,axis_label,
90,axis_label,
95,axis_label,
2000,axis_label,
05,axis_label,
09,axis_label,
Sources: Tax Policy Center; Heritage Foundation,source,
* Estimates,annotation,
