textContents,textType,chartType
Beer and labour,title,
Minutes of work required to purchase 500ml of beer*,caption,
2011,caption,
"Retail price for 500ml of beer, $ , 2011",legend,
0,axis_label,
10,axis_label,
20,axis_label,
30,axis_label,
40,axis_label,
50,axis_label,
60,axis_label,
India,data_label,
Philippines,data_label,
Colombia,data_label,
Nigeria,data_label,
Vietnam,data_label,
South Africa,data_label,
Thailand,data_label,
Brazil,data_label,
Average†,data_label,
Japan,data_label,
Mexico,data_label,
Britain,data_label,
Spain,data_label,
Argentina,data_label,
Italy,data_label,
South Korea,data_label,
Ukraine,data_label,
Australia,data_label,
Poland,data_label,
Russia,data_label,
Canada,data_label,
France,data_label,
China,data_label,
Romania,data_label,
Netherlands,data_label,
Germany,data_label,
Czech Republic,data_label,
United States,data_label,
Source: UBS,annotation,
*Retail price divided by median hourly wage of 150 countries,annotation,
